1463,4863.6,28749,836.33,0,13.028,0.3008,24.249,0,1
1395.7,4713.4,28278,828.61,0,12.871,0.29612,17.529,0,1
1385.4,5022.5,29730,849.42,0,8.609,0.27583,14.887,0,1
1478.9,5073,30098,855.67,0,4.0432,0.29153,3.5197,0,1
1458.1,5109.2,30242,857.47,0,3.123,0.28539,3.2386,0,1
1444.7,4976.7,29504,847.14,0,2.5966,0.29029,2.9448,0,1
1421.7,4922.1,29187,842.53,0,2.3948,0.28883,1.6984,0,1
1336,5058.9,29398,844.95,10,21.206,0.26409,26.553,6.5387,1
1266.7,5090.2,29590,847.21,5,20.67,0.24886,33.655,3.2606,1
1391,5452,31655,876.4,25,32.457,0.25514,37.09,15.76,1
1119.4,5408.7,29718,848.88,4,21.148,0.20697,45.32,2.6034,1
1294.6,4978.9,29577,845.85,2,19.589,0.26001,29.778,1.3064,1
1198.7,5286.1,30211,854.51,6,22.526,0.22677,48.639,3.8793,1
1484.3,4958.1,29819,851.36,1,19.059,0.29936,23.46,0.64894,1
1487.6,4761.5,29675,846.99,9,21.479,0.31243,44.799,5.8706,1
1474.7,5166.6,30796,864.89,1,11.001,0.28543,10.732,0.63879,1
1476.7,5077.6,30160,856.48,0,5.371,0.29082,6.4338,0,1
1445.1,5048.7,29907,852.72,0,4.2414,0.28623,3.2642,0,1
1444.8,5000.1,29638,849.02,0,3.3242,0.28896,2.3529,0,1
1440.8,4997,29628,848.8,0,2.802,0.28834,2.0766,0,1
1441.6,5002.7,29652,849.15,0,1.6967,0.28817,1.2184,0,1
1364.3,4977.5,28665,835.37,0,13.103,0.2741,20.639,0,1
1329.9,4679.4,27923,823.22,1,13.717,0.28421,24.778,0.67113,1
1342.3,4955.8,29013,838.8,2,15.805,0.27085,22.314,1.3173,1
1380.1,4645.3,28327,828.25,0,16.176,0.2971,25.135,0,1
1394.3,4974.4,29498,846.27,2,18.909,0.2803,32.128,1.3057,1
1319.6,4740.5,28551,831.37,0,13.369,0.27836,34.184,0,1
1349.9,4810.2,27978,825.83,0,13.549,0.28064,20.363,0,1
1379.4,4800.3,28969,838.06,2,16.016,0.28737,19.081,1.3185,1
1248.7,4856.4,28341,828.99,0,13.612,0.25712,21.497,0,1
1316,4642.4,28020,823.83,1,14.511,0.28348,19.815,0.67063,1
1272.1,4918.4,28673,833.47,2,14.78,0.25865,25.177,1.3257,1
1175.2,4930.4,28923,835.71,1,18.93,0.23835,34.912,0.66109,1
1346.9,4619.1,26580,805.06,1,19.391,0.2916,30.541,0.68626,1
1473.3,4888.6,27863,825.64,7,24.478,0.30137,30.774,4.6841,1
1278.9,4907.7,28902,836.5,3,20.166,0.26059,28.031,1.9814,1
